katafxfc,4,Andrés Iniesta-Xavi-Sergio Busquets-Gerard Piqué
takavcfc,4,10,Andrés Iniesta-Xavi-Sergio Busquets-Marc Bartra,Andrés Iniesta-Xavi-Sergio Busquets-López Silva-Fran Vélez-Ximo Navarro-Jonathan Zongo-Mauro-Youssef El Arabi -Marc Bartra
tikitufc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Sandro Ramírez,Andrés Iniesta-Xavi-Sergio Busquets-Sandro Ramírez-Jon Errasti-Manu del Moral
takavnfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Marc Bartra,Andrés Iniesta-Xavi-Sergio Busquets-Adrián Gunino-Marc Bartra-Paco Montañés
tikitzfc,4,8,Andrés Iniesta-Xavi-Sergio Busquets-Marc-André ter Stegen,Andrés Iniesta-Xavi-Sergio Busquets-Álex Pérez-Ander Iturraspe-Marc-André ter Stegen-Ander Iturraspe-Rubén García
takavrfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Claudio Bravo,Andrés Iniesta-Xavi-Sergio Busquets-Luis Alberto-Hugo Mallo-Claudio Bravo
tikiuefc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Rafinha,Andrés Iniesta-Xavi-Sergio Busquets-David Costas-Rubén Vezo-Rafinha-Alexis
takavsfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Ivan Rakitić,Andrés Iniesta-Xavi-Sergio Busquets-Lillo-Borja Viguera-Juan Carlos-Ivan Rakitić
tikiujfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Marc Bartra,Andrés Iniesta-Xavi-Sergio Busquets-Morales-Fernando Pacheco-Marc Bartra
takavzfc,4,9,Andrés Iniesta-Xavi-Sergio Busquets-Luis Suárez,Andrés Iniesta-Xavi-Sergio Busquets-Flávio Ferreira-Verza-Luis Suárez-Alhassane Bangoura-Juanmi-Xisco
tikivbfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Jordi Alba,Andrés Iniesta-Xavi-Sergio Busquets-Flávio Ferreira-Alberto Bueno-Jordi Alba
tikivcfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Martín Montoya,Andrés Iniesta-Xavi-Sergio Busquets-Diego Seoane-Martín Montoya-Nicolás Otamendi-Jonathan Dos Santos
takawpfc,4,5,Andrés Iniesta-Xavi-Sergio Busquets-Rafinha,Andrés Iniesta-Xavi-Sergio Busquets-Jon Irazusta-Rafinha
takawqfc,4,8,Andrés Iniesta-Xavi-Sergio Busquets-Jérémy Mathieu,Andrés Iniesta-Xavi-Sergio Busquets-Iván López-Míchel Herrero-Jérémy Mathieu-Fayçal Fajr-Arda Turan
tikivefc,4,9,Andrés Iniesta-Xavi-Sergio Busquets-Adriano,Andrés Iniesta-Xavi-Sergio Busquets-Àlex Moreno-Abdoulaye Ba-Ximo Navarro-Adriano-Pedro Mosquera-Bruno
tikivgfc,4,8,Andrés Iniesta-Xavi-Sergio Busquets-Thomas Vermaelen,Andrés Iniesta-Xavi-Sergio Busquets-Morales-Adrián González-Thomas Vermaelen-Antonio Amaya-Juanmi
takawsfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Douglas,Andrés Iniesta-Xavi-Sergio Busquets-Jon Gaztañaga-Víctor Ruiz-Douglas
tikivifc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Rafinha,Andrés Iniesta-Xavi-Sergio Busquets-Germán Parreño-Rafinha-Mikel Balenziaga-Duda
tikivmfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Thomas Vermaelen,Andrés Iniesta-Xavi-Sergio Busquets-Derek Boateng-Thomas Vermaelen-Aleix Vidal-Esteban Granero
tikivpfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Sergi Roberto,Andrés Iniesta-Xavi-Sergio Busquets-Sergi Roberto-Álex López-Sebastián Cristóforo
tikivtfc,4,5,Andrés Iniesta-Xavi-Sergio Busquets-Marc-André ter Stegen,Andrés Iniesta-Xavi-Sergio Busquets-Javi Fuego-Marc-André ter Stegen
tikiwcfc,4,5,Andrés Iniesta-Xavi-Sergio Busquets-Ivan Rakitić,Andrés Iniesta-Xavi-Sergio Busquets-Mikel González-Ivan Rakitić
tikiwefc,4,4,Andrés Iniesta-Xavi-Sergio Busquets-Adriano,Andrés Iniesta-Xavi-Sergio Busquets-Adriano
takaxpfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Andrés Iniesta,Andrés Iniesta-Xavi-Sergio Busquets-Jon Irazusta-Saúl Níguez-Pedro León-Andrés Iniesta
tikiwgfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Marc Bartra,Andrés Iniesta-Xavi-Sergio Busquets-Gerard Moreno-José Manuel Casado-Marc Bartra
takaxufc,5,8,Andrés Iniesta-Xavi-Sergio Busquets-Douglas-Claudio Bravo,Andrés Iniesta-Xavi-Sergio Busquets-Xabi Irureta-Nordin Amrabat-Douglas-Laure-Claudio Bravo
takaxyfc,4,9,Andrés Iniesta-Xavi-Sergio Busquets-Ivan Rakitić,Andrés Iniesta-Xavi-Sergio Busquets-Edgar Méndez-Karim Yoda-Mario-Coke-Moi Gómez-Ivan Rakitić
tikiwrfc,4,6,Andrés Iniesta-Xavi-Sergio Busquets-Jérémy Mathieu,Andrés Iniesta-Xavi-Sergio Busquets-Álex Pérez-Héctor Moreno-Jérémy Mathieu
takayhfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Martín Montoya,Andrés Iniesta-Xavi-Sergio Busquets-Fabián Orellana-Paco Alcácer-Martín Montoya-Duda
takaylfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Rafinha,Andrés Iniesta-Xavi-Sergio Busquets-Álex Pérez-Edgar Méndez-Nacho Martínez-Rafinha
tikixifc,4,10,Andrés Iniesta-Xavi-Sergio Busquets-Munir El Haddadi,Andrés Iniesta-Xavi-Sergio Busquets-Guillermo-Domingo Cisma-Daniel Larsson-Munir El Haddadi-Cezary Wilk-Sergio García-Alexis
tikixjfc,4,4,Andrés Iniesta-Xavi-Sergio Busquets-Ivan Rakitić,Andrés Iniesta-Xavi-Sergio Busquets-Ivan Rakitić
takayufc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Jordi Masip,Andrés Iniesta-Xavi-Sergio Busquets-Aleksandar Pantić-Míchel-Jordi Masip-Toché
takaywfc,4,9,Andrés Iniesta-Xavi-Sergio Busquets-Sandro Ramírez,Andrés Iniesta-Xavi-Sergio Busquets-Luso-Jaime-Mario Suárez-Sandro Ramírez-Lévy Madinda-Ivan Cavaleiro
tikixyfc,4,5,Andrés Iniesta-Xavi-Sergio Busquets-Jordi Masip,Andrés Iniesta-Xavi-Sergio Busquets-Carles Planas-Jordi Masip
takaztfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Ivan Rakitić,Andrés Iniesta-Xavi-Sergio Busquets-Germán Parreño-Ivan Rakitić-Filipe Augusto-Karim Benzema
takazwfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Sandro Ramírez,Andrés Iniesta-Xavi-Sergio Busquets-Mario Suárez-Sandro Ramírez-Felipe Caicedo-Luisinho
tikiyqfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Douglas,Andrés Iniesta-Xavi-Sergio Busquets-Flávio Ferreira-Daniel Pinillos-Douglas-Gustavo Cabral
tikizbfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Adriano,Andrés Iniesta-Xavi-Sergio Busquets-Iván López-Fredy Hinestroza-Adriano-Víctor Álvarez
tikizgfc,4,8,Andrés Iniesta-Xavi-Sergio Busquets-Daniel Alves,Andrés Iniesta-Xavi-Sergio Busquets-Antonio Rukavina-Coke-Xisco-Daniel Alves-José Luis Gayá
tikizpfc,4,7,Andrés Iniesta-Xavi-Sergio Busquets-Douglas,Andrés Iniesta-Xavi-Sergio Busquets-Gerard Moreno-Douglas-Felipe Caicedo-Modibo Diakité
tikizqfc,4,9,Andrés Iniesta-Xavi-Sergio Busquets-Javier Mascherano,Andrés Iniesta-Xavi-Sergio Busquets-Karim Yoda-Ximo Navarro-Gorka Elustondo-Javier Mascherano-Jaime Gavilán-Álex Bergantiños
tikizufc,4,10,Andrés Iniesta-Xavi-Sergio Busquets-Ivan Rakitić,Andrés Iniesta-Xavi-Sergio Busquets-Edgar Méndez-Karim Yoda-Álex Pérez-Yoel-Ivan Rakitić-Mateo Musacchio-Asier Illarramendi
portaafc,10,37,Rafa-Tony da Silva-Hélder Ferreira-Hélder Guedes-Vítor Bruno-Rui Miguel-Aldair-Vítor Bruno-João Pedro-Vítor Bruno,Rafa-Tony da Silva-Hélder Ferreira-Mailó-Alex Soares-José Ángel-Emídio Rafael-Matt Jones-Idrissa Mandiang-Ali Ahmed-Sérgio Oliveira-Claudio Lopes-Hélder Guedes-António Filipe-Vítor Bruno-Hugo Seco-Filipe Melo-Paulinho-Miguel Cid-Lukas Raeder-Julian Montenegro-Rafael-Pedro Tiba-Igor Rocha-Mauro Sousa-Nélson Oliveira-Rui Miguel-Aldair-Vítor Bruno-Gegé-Anilton Júnior-Carlos Fernandes-Víctor Golas-Márcio Madeira-João Pedro-Vladimir Stojković-Vítor Bruno
boaafc,10,49,Rafa-Tony da Silva-Hélder Ferreira-Bruno Correia-Vítor Bruno-Davi Mbala-João Pedro-Tiago Rocha-Davi Mbala-Vítor Bruno,Rafa-Tony da Silva-Hélder Ferreira-Bruno Correia-Martins Rocha-Hugo Seco-Hassan Taiwo-Maurício Santos-Ney Santos-Carlos Servin-Boubacar Fofana-Mauro Sousa-Simy-Zequinha-Romain Salin-Pedro Moreira-Ederson Moraes-Alphousseyni Keita-Vítor Bruno-Marcelo Oliveira-Miguel Cid-Fábio Santos-Bruno Lopes-Filipe Gonçalves-Diego Maurício-Káká-Davi Mbala-Rui Sampaio-Anilton Júnior-António Filipe-Hassan Taiwo-Aleksandar Miljković-João Pedro-Márcio Madeira-Rafael-Nii Plange-Pedro Santos-Luís Gustavo-Tiago Rocha-Lukas Raeder-Davi Mbala-Afonso Figueiredo-Miguel Cid-Johnny Leoni-Rui Da Silva-Elízio Albues-Vítor Bruno-Rodrigo-Miguel Pedro
portabfc,11,44,Rafa-Tony da Silva-Hélder Ferreira-Hélder Ferreira-Paulo Grilo-José Coelho-Dani Coelho-André Fontes-Pires Coelho-Rui Miguel-André Fontes,Rafa-Tony da Silva-Hélder Ferreira-Loris Benito-António Xavier-Arsénio Nunes-Pedro Moreira-Paulinho-Hassan Taiwo-Lassad Nouioui-Hélder Ferreira-Claudio Lopes-Iván Balliu-Ricardo-Claudio Lopes-Lukas Raeder-António Filipe-Pintassilgo-Paulo Grilo-Rúben Fernandes-Márcio Madeira-Nuno Sequeira-José Coelho-Paulo Freitas-Dani Coelho-Filipe Melo-Paulo Freitas-Igor Rocha-António Filipe-André Fontes-Rúben Fernandes-Pires Coelho-Filipe Mendes-Lassana Camará-Marcelo Goiano-Luís Aurélio-Rui Miguel-António Filipe-Alberto Rodríguez-Rúben Fernandes-Nuno Piloto-Diogo Cunha-Fábio Santos-André Fontes
boacfc,9,31,Rafa-Tony da Silva-Hélder Ferreira-André Fontes-Paulo Grilo-João Pedro-Romeu Ribeiro-Tiago Rocha-José Coelho,Rafa-Tony da Silva-Hélder Ferreira-André Fontes-Igor Rocha-Paulo Grilo-João Pedro-Julian Montenegro-Lukas Raeder-Anilton Júnior-Tomás Dabó-Romeu Ribeiro-Romário Correia-Rafael-Fary Faye-Diogo Cunha-Tiago Rocha-Luan Scapolan-João Afonso-Fábio Santos-Nuno Sequeira-José Coelho-Mauro Sousa-Aleksandar Miljković-Flávio Boaventura-António Xavier-Fary Faye-Mikel Agu-Luís Gustavo-Paulo Jorge-Vladimir Stojković
portadfc,11,46,Rafa-Tony da Silva-Hélder Ferreira-Hélder Guedes-Rabiola-Aldair-Dani Coelho-Aldair-Dani Coelho-Rui Miguel-Vítor Bruno,Rafa-Tony da Silva-Hélder Ferreira-Rafael-Kelvin-Luís Gustavo-Danielson-Filipe Melo-Deyverson-Hélder Guedes-Camilo Angulo-Rui Sacramento-Filipe Ferreira-Zé Manuel-António Xavier-André Geraldes-Paulo Freitas-Rabiola-Aldair-Stéphane Madeira-Luís Gustavo-Vladimir Stojković-Dani Coelho-Aldair-Ricardo-Pintassilgo-Nuno Piloto-Hugo Seco-Alex Kakuba-Julian Montenegro-Dani Coelho-Rui Miguel-Igor Rocha-Márcio Madeira-Víctor Golas-Luís Ribeiro-Luís Silva-Matheus-Rodrigo-Vítor Bruno-Matt Jones-Nuno Sequeira-Lucas João-Avto-Claudio Lopes-Rúben Fernandes
boaefc,11,41,Rafa-Tony da Silva-Hélder Ferreira-João Pedro-Tiago Rocha-Rui Miguel-José Coelho-Vítor Bruno-Pires Coelho-José Coelho-Rabiola,Rafa-Tony da Silva-Hélder Ferreira-Emídio Rafael-Zé Manuel-Vagner-João Pedro-Fernandinho-Nélson Semedo-Ney Santos-Tiago Rocha-Diogo Cunha-Luís Ribeiro-Víctor Golas-Rui Miguel-Matheus-Filipe Melo-Claudeon dos Santos-Auxence Gui-Hassan Taiwo-José Coelho-R. Leme Amorim-João Afonso-Lukas Raeder-Vítor Bruno-Dyego Sousa-Reginaldo-Vladimir Stojković-Romeu Rocha-Vladimir Stojković-Pires Coelho-Rafael-Rafael-José Coelho-Rafael-Víctor Golas-Diego Maurício-Anilton Júnior-Rabiola-Minhoca-Pedro Queirós
portaffc,12,41,Rafa-Tony da Silva-Hélder Ferreira-Rui Miguel-Tiago Rocha-Rabiola-Vítor Bruno-Aldair-André Fontes-Tiago Rocha-Davi Mbala-Rabiola,Rafa-Tony da Silva-Hélder Ferreira-Jaime Poulson-Zé Luís-Anderson Luís-Matt Jones-Auxence Gui-Rui Miguel-Kaj Ramsteijn-Paulo Oliveira-Luís Aurélio-Tiago Rocha-Rabiola-Márcio Madeira-Carlos Servin-Nélson Semedo-Theo Weeks-Vítor Bruno-Aldair-Carlos Servin-André Fontes-Ricardo-António Filipe-Luís Gustavo-Ricardo-Rafael Crivellaro-Miguel Pedro-João Diogo-Luís Ribeiro-Adrien Silva-Luís Gustavo-Ola John-Matheus-Tiago Rocha-Davi Mbala-Rabiola-Tomás Dabó-Romeu Rocha-Luís Gustavo-Nuno Sequeira
boaffc,9,41,Rafa-Tony da Silva-Hélder Ferreira-Hélder Guedes-José Coelho-Aldair-Tony da Silva-Rabiola-Hélder Guedes,Rafa-Tony da Silva-Hélder Ferreira-Maurício Santos-Abel Camará-Lassina Touré-Hélder Guedes-Cristiano Figueiredo-Jaime Poulson-Claudio Lopes-Matheus-Leandro Pimenta-Afonso Figueiredo-Elízio Albues-Vítor Gonçalves-Lukas Raeder-Márcio Madeira-Elízio Albues-Marwan Mohsen-José Coelho-Aldair-Tony da Silva-João Dias-Auxence Gui-João Aurélio-Matheus-Nikola Vukčević-Eduardo Gottardi-Cristiano Figueiredo-Rui Da Silva-Hugo Ventura-Roderick Miranda-Fary Faye-Bernard Mensah-Zé Manuel-Filipe Mendes-Rabiola-Hélder Guedes-Zé Manuel-Rui Da Silva-Johnny Leoni
portahfc,9,31,Rafa-Tony da Silva-Hélder Ferreira-Tiago Rocha-André Fontes-Tiago Rocha-Davi Mbala-José Coelho-André Fontes,Rafa-Tony da Silva-Hélder Ferreira-Barnes Osei-Tiago Rocha-Fábio Santos-Rui Sacramento-André Fontes-Anilton Júnior-Miguel Cid-Rui Sacramento-Elízio Albues-Rui Da Silva-André André-Tiago Rocha-João Meira-Lassina Touré-Davi Mbala-Jean Seri-Michael Figueiredo-Luís Gustavo-Fábio Santos-António Filipe-Renato Santos-Romário Correia-Bruno Lopes-José Coelho-Serginho-Paulo Oliveira-Matheus-André Fontes
boahfc,10,38,Rafa-Tony da Silva-Hélder Ferreira-André Fontes-Rui Miguel-Aldair-Aldair-Rui Miguel-Vítor Bruno-Tiago Rocha,Rafa-Tony da Silva-Hélder Ferreira-Reginaldo-Josué Sá-André Fontes-Vladimir Stojković-Carlos Servin-Rui Miguel-Pedro Navas-Filipe Mendes-Carlos Fernandes-Filipe Melo-Rafael-João Meira-Tiago Terroso-Luís Ribeiro-Paulo Freitas-André Simões-Aldair-Vítor Gonçalves-Aldair-Filipe Mendes-Abel Camará-Fábio Santos-António Filipe-Bruno Gallo-António Filipe-Carlos Mané-Pizzi-Afonso Figueiredo-Pedro Tiba-Rui Miguel-Vítor Bruno-Douglas-Cícero-Rui Da Silva-Tiago Rocha
boaifc,11,41,Rafa-Tony da Silva-Hélder Ferreira-Pedro Ribeiro-Vítor Bruno-Elísio-Rui Miguel-José Coelho-Romeu Ribeiro-André Fontes-André Fontes,Rafa-Tony da Silva-Hélder Ferreira-Pedro Ribeiro-Vítor Bruno-Elísio-Lassina Touré-Julian Montenegro-Nélson Semedo-Tomás Dabó-Rui Miguel-Filipe Mendes-Nikola Vukčević-Pedro Moreira-Diego Maurício-José Coelho-Pedro Moreira-Luís Ribeiro-Rui Da Silva-Pecks-Vladimir Stojković-Fernandinho-Romeu Ribeiro-Ali Fathi-Elízio Albues-Vladimir Stojković-Jean Seri-André Fontes-Carlos Mané-Rodrigo Dantas-Luís Gustavo-Fábio Santos-Igor Rocha-André Fontes-Auxence Gui-Rafael Crivellaro-Marcos Vinícius-Marcos Paulo-Luís Aurélio-Carlos Fernandes-João Afonso
boajfc,11,42,Rafa-Tony da Silva-Hélder Ferreira-Tiago Rocha-Nando-Elísio-André Fontes-João Pedro-André Fontes-Dani Coelho-Pires Coelho,Rafa-Tony da Silva-Hélder Ferreira-Frederico Venâncio-João Amorim-Barnes Osei-Anderson Luís-Tiago Rocha-Hugo Seco-Luís Dias-Nando-Marcos Vinícius-Rafael-Filipe Melo-Fábio Santos-Lukas Raeder-Dejan Školnik-Rodrigo Dantas-Simy-Hugo Seco-Nélson Semedo-Fábio Santos-Elísio-Kadu-Ricardo-Idrissa Mandiang-Pedro Correia-Hugo Seco-André Fontes-Ricardo Nascimento-Patterson-Sewell-Víctor Golas-Auxence Gui-Afonso Taira-Daniel Martins-João Pedro-André Fontes-Ricardo-Dani Coelho-Nélson Oliveira-Pires Coelho-Johnny Leoni
boakfc,11,39,Rafa-Tony da Silva-Hélder Ferreira-Bruno Correia-Hélder Guedes-André Fontes-Rui Miguel-Dani Coelho-Davi Mbala-Hélder Guedes-Pires Coelho,Rafa-Tony da Silva-Hélder Ferreira-Bruno Correia-Brito-Hassan Taiwo-João Diogo-Hélder Guedes-Filipe Melo-Nuno Campos-Afonso Taira-Romário Correia-Nélson Semedo-Barnes Osei-Claudio Lopes-Anilton Júnior-Martins Rocha-António Filipe-André Fontes-Rui Miguel-Carlos Fernandes-Afonso Figueiredo-Aleksandar Miljković-Dani Coelho-Davi Mbala-Hélder Guedes-Rafael-Pires Coelho-Mikel Agu-Rui Sampaio-Deyverson-Rui Da Silva-Idrissa Mandiang-Lukas Raeder-Daniel Martins-Marco Airosa-Bruno Lopes-Iván Balliu-Pedro Moreira
portalfc,11,49,Rafa-Tony da Silva-Hélder Ferreira-José Coelho-Elísio-Aldair-Rui Miguel-João Pedro-Vítor Bruno-Tiago Rocha-Aldair,Rafa-Tony da Silva-Hélder Ferreira-Zequinha-Marco Airosa-Vladimir Stojković-Rui Sampaio-José Coelho-Lassina Touré-Elísio-Aldair-João Afonso-Matheus-Fábio Sturgeon-Luís Ribeiro-Anderson Esiti-Afonso Figueiredo-Gladstone Valentina-Rui Miguel-Fabiano-João Pedro-Vítor Bruno-Bruno Gallo-Barnes Osei-Tomás Dabó-Carlos Fernandes-Luís Dias-Tiago Rocha-Luís Gustavo-Johane Nizeyimana-Matheus-Danielson-Filipe Mendes-Arsénio Nunes-Lucas João-Lucas-Ulysse Diallo-Vincent Sasso-Oriol Rosell-Avto-Vladimir Stojković-João Afonso-João Afonso-Dyego Sousa-Miguel Cid-Carlos Servin-Wilder Cartagena-Aldair-Filipe Mendes
boalfc,10,38,Rafa-Tony da Silva-Hélder Ferreira-Elísio-Aldair-Hélder Guedes-Bruno Correia-Davi Mbala-José Coelho-Hélder Guedes,Rafa-Tony da Silva-Hélder Ferreira-Elísio-Aldair-Paweł Kieszek-Wellington Lima-Hélder Guedes-Pedro Moreira-André Teixeira-João Afonso-Rafael Crivellaro-Bruno Correia-Luís Silva-André Simões-Vilas Boas-Davi Mbala-Jun'ya Tanaka-Diogo Cunha-Nuno Piloto-Filipe Melo-Filipe Mendes-Cássio-Hugo Monteiro-Vilas Boas-José Coelho-Flávio Boaventura-Hélder Guedes-Pecks-Lukas Raeder-Ricardo-Márcio Madeira-Pedro Moreira-Luís Gustavo-Romário Correia-Wallyson Mallmann-José Sá-Rodrigo Dantas
portamfc,9,33,Rafa-Tony da Silva-Hélder Ferreira-João Pedro-Rui Miguel-André Fontes-Rui Miguel-Pires Coelho-João Pedro,Rafa-Tony da Silva-Hélder Ferreira-Filipe Ferreira-Bruno Lopes-Gonçalves de Freitas-João Pedro-Ricardo Nascimento-Rui Sampaio-Rui Miguel-Ali Fathi-André Fontes-Marcelo Oliveira-Ricardo Nascimento-Mika-Simy-Lassina Touré-Rúben Fernandes-Philipe Sampaio-Lassana Camará-Rúben Fernandes-Rui Miguel-Pires Coelho-Julian Montenegro-Márcio Madeira-Márcio Madeira-João Pedro-Igor Rocha-Rafael-Anilton Júnior-Jun'ya Tanaka-Abel Camará-Pedro Moreira
portaqfc,10,39,Rafa-Tony da Silva-Hélder Ferreira-André Fontes-Rui Miguel-Rabiola-Vítor Bruno-André Fontes-Romeu Ribeiro-João Pedro,Rafa-Tony da Silva-Hélder Ferreira-Avto-Richard Ofori-Tomané-André Fontes-Júnior Ponce-Matheus-Rafael-Franco Jara-Filipe Mendes-Rui Miguel-Rabiola-Víctor Golas-Pedro Navas-Oriol Rosell-Vítor Bruno-António Filipe-Luís Silva-Steven Vitória-Michael Figueiredo-Mauro Sousa-Ricardo Ribeiro-Jean Seri-André Fontes-Diogo Amado-Filipe Melo-Romeu Ribeiro-Evaldo Fabiano-João Afonso-Hossam Hassan-Carlos Servin-Gonçalves de Freitas-Olim-Renato Santos-Afonso Figueiredo-Roderick Miranda-João Pedro
portatfc,9,44,Rafa-Tony da Silva-Hélder Ferreira-André Fontes-Pedro Ribeiro-Pires Coelho-Tiago Rocha-Davi Mbala-Rui Miguel,Rafa-Tony da Silva-Hélder Ferreira-Alex Kakuba-Nii Plange-Bruno Miguel-André Fontes-Auxence Gui-Nélson Semedo-Luís Dias-Fábio Santos-Julian Montenegro-Hassan Taiwo-Miguel Oliveira-Claudio Lopes-Bakary Saré-Vítor Gonçalves-Pedro Moreira-Maximiliano Pereira-Igor Rocha-Theo Weeks-Tarantini-Hassan Taiwo-Luís Ribeiro-Marinho-Pedro Ribeiro-Anselmo-João Afonso-Loris Benito-António Filipe-Carlos Servin-Pires Coelho-Éder-Mikel Agu-João Urbano-Filipe Ferreira-Rui Sacramento-Auxence Gui-Julian Montenegro-Miguel Pedro-Tiago Rocha-Davi Mbala-Rui Miguel-Lucas
boaufc,11,35,Rafa-Tony da Silva-Hélder Ferreira-Henrique-Aldair-Paulo Grilo-Hélder Guedes-Davi Mbala-João Pedro-Paulo Grilo-Tiago Rocha,Rafa-Tony da Silva-Hélder Ferreira-Bruno Gallo-Henrique-Fortunato Queiroz-Aldair-Luís Aurélio-Javier Balboa-Dyego Sousa-Paulo Grilo-Aleksandar Miljković-Vítor Gonçalves-Filipe Melo-Mario Rondón-Hélder Guedes-Filipe Melo-Julian Montenegro-Davi Mbala-Tomané-João Pedro-Koka-Diego Maurício-João Pedro-Paulo Grilo-Tiago Rocha-Carlos Servin-Adama Sene-Lukas Raeder-Tiago Terroso-João Meira-Márcio Madeira-Sebá-Assis Giovanaz-Pedro Moreira
portawfc,13,45,Rafa-Tony da Silva-Hélder Ferreira-André Fontes-Rabiola-Rui Miguel-Aldair-Vítor Bruno-Davi Mbala-José Coelho-Rabiola-Rui Miguel-Vítor Bruno,Rafa-Tony da Silva-Hélder Ferreira-Gonçalves de Freitas-Serginho-Alberto Rodríguez-Gegé-André Fontes-Mauro Sousa-Sérgio Oliveira-Hassan Taiwo-Fábio Santos-André Simões-Santos Fortes-Rabiola-Filipe Mendes-Marcelo Boeck-Rui Miguel-Víctor Golas-Lukas Raeder-Aldair-Vítor Bruno-Davi Mbala-Diogo Cunha-Filipe Mendes-Maurício Santos-Paulo Freitas-Auxence Gui-Diogo Cunha-José Coelho-Wallyson Mallmann-Bakary Saré-Rabiola-Daniel Monllor-Igor Rocha-Rui Miguel-Hassan Taiwo-Johnny Leoni-Afonso Figueiredo-Rafael-Emídio Rafael-Claudio Lopes-Vítor Bruno-Claudio Lopes-Anilton Júnior
boawfc,9,41,Rafa-Tony da Silva-Hélder Ferreira-Elísio-Rui Miguel-Henrique-Vítor Bruno-Nélson Sampaio-Vítor Bruno,Rafa-Tony da Silva-Hélder Ferreira-Afonso Figueiredo-Kuca-Vincent Sasso-Elísio-Rui Miguel-Miguel Cid-Henrique-Miguel Cid-Fábio Santos-Afonso Figueiredo-Olim-Vítor Bruno-Nuno Lopes-Ali Ahmed-Mayko-Luís Gustavo-Filipe Anunciação-Elízio Albues-Ali Ahmed-Reginaldo-Hugo Ventura-Víctor Golas-Mauro Sousa-Pedro Moreira-Fábio Santos-Vladimir Stojković-Ricardo Nascimento-Kiko-Claudio Lopes-Alberto Rodríguez-Ederson Moraes-Luís Gustavo-Carlos Servin-João Pedro-Nélson Sampaio-Claudio Lopes-Vítor Bruno-Pedro Moreira
portayfc,9,44,Rafa-Tony da Silva-Hélder Ferreira-Rui Miguel-João Pedro-Rui Miguel-José Coelho-Aldair-Vítor Bruno,Rafa-Tony da Silva-Hélder Ferreira-Julian Montenegro-Martins Rocha-Rafael-Ulysse Diallo-Bruno Miguel-Rui Miguel-Bakary Saré-Bruno Moreira-Julian Montenegro-Igor Rocha-Daniel Martins-Miguel Cid-Rui Da Silva-Romain Salin-Hassan Taiwo-Bakary Saré-João Pedro-Ricardo-Jaime Poulson-Luís Aurélio-Márcio Madeira-Cícero-Paulo Oliveira-Mauro Sousa-Barnes Osei-Luís Aurélio-Diogo Cunha-Matheus-Rui Miguel-Nuno Sequeira-Ulysse Diallo-Afonso Figueiredo-José Coelho-Aldair-Auxence Gui-Pecks-Tiago Terroso-Diogo Cunha-Káká-Vítor Bruno-Carlos Fernandes
portbafc,9,36,Rafa-Tony da Silva-Hélder Ferreira-Vítor Bruno-Rabiola-Aldair-André Fontes-Pires Coelho-André Fontes,Rafa-Tony da Silva-Hélder Ferreira-Alex Kakuba-Jaime Poulson-Fary Faye-Zequinha-Lassana Camará-Carlos Fernandes-Claudio Lopes-Ney Santos-Marcos Paulo-Zé Luís-Adrien Silva-Vítor Bruno-Dejan Školnik-Marcelo Boeck-Zainadine Júnior-Kadu-Rafael-Vagner-Rafa Lopes-João Afonso-João Afonso-Rabiola-Aldair-Márcio Madeira-André Fontes-Claudeon dos Santos-Filipe Melo-Santos Fortes-António Xavier-Pires Coelho-André Fontes-Rúben Fernandes-Filipe Gonçalves
